Description,Price
"I am looking at a 2018 Toyota Corolla Ascent Sport, white, 1.8 L 4-cyl, automatic, 5-door hatchback, 83667 km - a white one-seater model.",31990
"I am looking at a 2020 BMW X3 Sdrive20I M Sport, automatic, rear-wheel drive, 2L 4 cyl, black exterior, vernascal interior, used condition with 65821 km.",63990
"I have a 2015 Mitsubishi Triton GLS, a white 2015 Mitsubishi Triton GLS, used. It's a diesel with an automatic transmission, 2.4 L, 4 cyl engine, and 16,4857 km.",27990
"I am looking at a used 2019 Mitsubishi Triton GLX Plus, white, diesel. It features a 2.4 L, 4 cyl engine, automatic, and has covered 5 seats.",39990
"It's a 2019 Hyundai Kona GO, white with a black interior, 4-door SUV, 5-seater, with 84161 km on the odometer.",22980
"I have a 2020 BMW X1 Sdrive 20I, a sleek black SUV. It's an automatic with a 2L engine, front-wheel drive, and has clocked 27559 km.",48990
"There is a used 2010 Kia Cerato S in silver, featuring a 2L 4-cylinder engine, automatic, and a stylish interior. It's done 274000 kilometers.",9990
"I am looking at a used 2017 Citroen Berlingo 1.6 HDI ETG Long. It features a 1.6 L, 4 cyl diesel engine, automatic, and has covered 229,880 km.",24980
"I am looking at a 2010 Toyota Yaris YRS, a silver hatchback with grey interior. It's an automatic with a 1.5 L, 4 cyl engine, and has done 220102 km.",8990
"I am looking at a red Toyota Corolla CSI. It's a used model, with a 1.6 L, 4 cyl engine, front-wheel drive, and has 159657 kilometers.",8888
"I have a 2020 Lexus RX450HL Sport, hybrid, black exterior, 3.5L 6 cyl engine, automatic, with a black interior, and 7 seats.",99880
"There is a used 2011 Holden Commodore Omega in black, featuring an automatic gearbox, a 3 L, 4-cylinder engine, rear drive, and 318254 km on the odometer.",9995
"It's a 2019 Mitsubishi ASX LS, grey with a black interior, used. Features include an automatic transmission, 2 L, 4 cyl engine, and 72795 km on the clock.",25950
"I am looking at a used 2010 Mitsubishi Triton GL-R, white, diesel. It features a 2.5L 4-cylinder engine, automatic, and has covered 249125 km.",12990
"I am looking at a used 2012 Nissan Micra ST. This blue car has an automatic transmission and has logged 162075 km. Engine specifications are not detailed, and only 162075 km.",9990
"I have a 2012 Volkswagen Golf GTI, a hatchback in black with a black interior. It's an automatic with a 2 L, 4-cyl engine, and has clocked 5 doors, 5 seats.",17499
"I am looking at a used 2020 Kia Cerato GT. This white sedan features a black interior, automatic transmission, 1.6 L, 4 cyl engine, and has covered 28668 km.",33990
"I have a 2014 Toyota Kluger GX, a sleek SUV. It's an automatic with a 3.5L engine, front-wheel drive, and has 256861 km on the odometer.",19995
"I am looking at a 2014 Honda Civic VTI-S, a silver hatchback with grey interior. It's an automatic with a 1.8 L, 4 cyl engine, and has 65318 km.",16999
"I am looking at a used 2010 Ford Territory TS (4X4) SUV. It features a 4 L, 6 cyl engine, automatic, and AWD. It's clocked 266280 km.",10499
"I have a 2011 Toyota Kluger KX-R, a grey SUV with an automatic transmission. It's a front-wheel drive with just 152819 km on the odometer.",19990
"I have a 2016 Mitsubishi Triton GLX, a white 2016 Mitsubishi Triton GLX, used. It's an automatic with a 2.4 L, 4 cyl engine, rear drive, and has 229,871 km.",24980
"I am looking at a used 2020 Mazda CX-5 SUV, black with a black interior. It's got a 2.5L engine, automatic transmission, and has covered 55,829 km.",37980
"I have a 2021 Kia Stonic S, a used SUV with an efficient 1.4L engine and automatic transmission. It's a front-wheel drive with just 48862 km on the odometer.",24410
"I am looking at a 2021 Volkswagen T-Cross 85TSI Life. Grey exterior, Cloth, 3 cyl 1L engine, automatic, front-wheel drive, and has 25123 km on the odometer.",29850
"I am looking at a 2021 Hyundai I30, a white hatchback with black interior. It's an automatic with a 2 L, 4-cylinder engine, and has clocked 23089 km.",28990
"There is a used 2017 Holden Colorado LTZ in grey, diesel-powered. It's an automatic with a 2.8 L, 4 cyl engine, 4 doors, 5 seats.",34999
"I have a 2012 Hyundai Elantra Active, a black Hyundai Elantra, used. It's an automatic, front-wheel drive, and has 53850 km on the odometer.",14990
"I am looking at a used 2017 Holden Colorado LS (4X2). It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 264054 km.",19999
"I have a 2018 Nissan Qashqai ST, a white 2018 Nissan Qashqai ST, used. It's a front-wheel drive with an automatic transmission and a black interior, having 37638 km.",26880
"I am looking at a 2020 Toyota Corolla Ascent Sport, white with a black interior. It's a hatchback with an automatic transmission, 1.8 L, 4 cyl engine, 5 doors, 5 seats.",33880
"I am looking at a used 2017 Audi S5 3.0 Tfsi Quattro. It features a 3 L, 6 cyl engine, automatic, and AWD. It's clocked 66657 km.",57800
"I have a 2020 Toyota Camry Ascent, white with white interior. It's an automatic, front-wheel drive, and has 41148 km on the odometer.",44990
"I am looking at a used 2019 Mitsubishi Triton GLS, white, diesel. It features a 2.4 L, 4 cyl engine, automatic, and has covered 90904 km.",42990
"I have a 2021 Lexus UX200 Luxury, used, black, 2L 4 cyl engine, front-wheel drive, automatic, with 30865 km on it.",49780
"I have a 2021 Renault Koleos ZEN, red with a red exterior and 2.5L 4 cyl engine. It's an automatic, front-wheel drive, and has a total of 25366 km.",31890
"I am looking at a used 2018 Mazda CX-3 Maxx SUV, red with a black interior. It's got a 2L engine, automatic transmission, and has covered 99862 km.",23880
"I am looking at a used 2018 BMW M2 Competition. It features a 3 L, 6 cyl engine, automatic, rear-wheel drive, and has covered 26000 km.",84999
"I am looking at a used 2019 Toyota RAV4 GX, silver with a black interior. It's got a 2L engine, automatic transmission, and has covered 55,843 km.",38888
"I have a 2023 Jeep Compass S-Limited, grey with a black interior. It's an automatic with a 2.4L engine, and has clocked 30 times.",57888
"I am looking at a white 1999 Toyota Hilux. It's a diesel with a 3-liter, 4-cylinder engine, automatic, and 299986 km on the clock.",14999
"I have a 2020 Kia Cerato S Safety Pack, white with a black interior. It's an automatic with a 2 L, 4 cyl engine, and has 47908 km on the odometer.",26868
"I am looking at a used 2004 Holden Commodore Equipe. It comes with an automatic gearbox, 3.8 L, 6 cyl engine, rear drive, and has done 242058 kilometers.",8499
"I have a 2020 Ford Everest Ambiente, a blue SUV with a black interior. It's an automatic with a 3.2L engine, rear-wheel drive, and has clocked 49667 km.",47888
"I have a 2012 Mitsubishi Outlander XLS, a white 2012 Mitsubishi Outlander XLS, used. It's an automatic with a 2.4L engine, and has clocked 211382 km.",13990
"I am looking at a 2015 Toyota Yaris ZR, a yellow hatchback with automatic transmission, 1.5 L, 4 cyl engine, and 98715 km on the clock.",18990
"I am looking at a used 2023 Mazda CX-8 G25 GT SP. It's a used model, with a 2.5L 4-cylinder engine, front-wheel drive, and has covered 7 seats.",61999
"I am looking at a used 2016 Subaru XV 2.0I-S SUV, grey with a grey interior. It's got a 2L 4-cylinder engine, automatic, and has covered 212083 km.",17999
"I have a 2021 Nissan X-Trail ST-L, used, with a sleek red exterior and grey interior. It's an automatic, front-wheel drive, and has a 2.5L 4-cylinder engine.",36990
"A 2014 Audi A4 2.0 Tfsi Quattro is available, blue with black interior. This 4-door sedan features an automatic gearbox, a 2-liter 4-cylinder engine, and has clocked only 101000 kilometers.",20888
"A black 2019 Ford Ranger XLT 3.2L diesel engine is available. It's an automatic with a 3.2L engine, 4 cyl engine, and has clocked 85431 km.",49990
"I am looking at a 2021 Kia Cerato GT Safety Pack, black with a black interior. It's got a 1.6 L, 4 cyl engine, front-wheel drive, and has covered 41552 km.",38990
"It's a 2021 Toyota Camry SL Hybrid, silver with a black interior, used. Features include an automatic transmission, 2.5 L, 4 cyl engine, and 38000 km on the clock.",59970
"I am looking at a black 2005 Toyota Corolla Ascent Seca. It's a hatchback with an automatic transmission, 1.8 L, 4 cyl engine, and 232123 km on the clock.",7999
"I am looking at a 2008 Jeep Compass Sport, a blue SUV with a grey interior. It's a 4-door SUV with a 2.4L engine, automatic, and has 129807 km on the odometer.",9499
"I have a 2018 Ford Escape Trend, grey exterior and grey interior. It's a 4-door SUV with a 2.5L engine, automatic, and has clocked 94200 km.",22888
"I have a 2021 Toyota Yaris Cross GX Hybrid, blue with a black interior. It's an automatic with a 1.5L engine, AWD, and has clocked 9925 km.",41888
"I am looking at a used 2016 Isuzu D-MAX SX, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 155824 km.",37980
"I am looking at a used 2021 Toyota RAV4 SUV, white with a black interior. It's got a 2.5L engine, automatic transmission, and has covered 35430 km.",52992
"There is a used 2007 Holden Astra Twin TOP in silver, featuring a 2.2L engine, automatic transmission, and a stylish black interior. It's done 175600 kilometers.",8800
"I am looking at a used 2022 GWM HAVAL Jolion. It's a used model, with a 1.5L 4-cylinder engine, front-wheel drive, and has traveled 10 times.",37881
"I have a 2020 Hyundai Kona Active, a used SUV with an efficient 2L engine and automatic transmission. It's a front-wheel drive with just 54124 km on the odometer.",26990
"I am looking at a 2009 Holden Commodore Wagon, a white hatchback with automatic transmission, 3.6 L, 4 cyl engine, rear drive, and 285000 km on the clock.",9499
"I have a 2020 Volkswagen Tiguan, white with a black interior. It's a 4-door SUV with an automatic transmission, AWD, and 38256 km on the odometer.",48563
"I have a 2021 LDV T60 Luxe, grey exterior, black interior. It's a 4-cylinder, 2.8 L diesel, automatic, with 6461 km.",34990
"I have a 2014 Ford Ranger XLS, a white hatchback with black interior. It's an automatic with a diesel engine, and has clocked 177128 km.",29990
"There is a used 2017 Holden Colorado LS in white, diesel-powered. It's an automatic with a 2.8 L, 4 cyl engine, 229,885 km driven.",32995
"I am looking at a 2022 Hyundai Kona N Premium, black with a black interior. It's a used model, with a 2L 4-cylinder engine, front-wheel drive, and has clocked 7411 km.",55998
"I am looking at a used 2011 Subaru Forester XS Premium. It features a 2.5L 4-cylinder engine, automatic, and AWD. It's clocked 148000 km.",11800
"I am looking at a 2012 Subaru Impreza 2.0I-S, white with a black interior. It's a hatchback with an automatic transmission, 2 L, 4 cyl engine, and 120316 km on the clock.",17990
"I have a 2022 Nissan X-Trail ST-L, used, with a sleek grey exterior and grey interior. It's an automatic, front-wheel drive, and has a 2.5L 4-cylinder engine.",51990
"I have a 2021 Mitsubishi Eclipse Cross Exceed Phev, blue with a black interior. It's an automatic with a 2.4L engine, AWD, and has clocked 11941 km.",56950
"A 2017 Ford Ranger XL 3.2L diesel engine, grey with a black interior, used. It comes with an automatic gearbox, 3.2L engine, and has traveled 134586 km.",37990
"MG 2021.0 HS Essence DCT FWD is available. It's an automatic, front-wheel drive, and has 33109 km on the odometer.",31910
"I am looking at a 2010 Ford Falcon XT, a blue hatch with black interior. It's an automatic with a 4 L, 6 cyl engine, rear drive, and has 178889 km.",8999
"I have a 2020 Toyota RAV4 GXL, a white SUV with grey interior. It's an automatic with a 2L engine, and has 40395 km on the odometer.",44970
"I am looking at a used 2021 Volkswagen Tiguan SUV, grey with a grey interior. It's got a 2L 4-cylinder engine, automatic, and has covered 44120 km.",58990
"It's a 2020 Kia Cerato S, grey with a black interior, used. Features include an automatic transmission, 2 L, 4 cyl engine, and 55,898 km driven.",25490
"I have a 2005 Peugeot 407 ST Executive, a blue hatchback with black interior. It's an automatic with a 2.2 L, 4 cyl engine, and has 162170 km on the odometer.",7990
"A 2003 Ford Falcon Futura, red with a black interior, used. It's an automatic with a 4 L, 6 cyl engine, rear drive, and has done 112694 km.",7499
"I am looking at a used 2018 Mitsubishi Triton GLX, white, diesel. It features a 2.4 L, 4 cyl engine, automatic, and has covered 85274 km.",30850
"I have a 2018 Ford Ranger XLT 3.2L diesel engine, black interior, 3.2L 4WD engine, automatic, with 89111 km, a used gem.",45498
"I have a 2020 Kia Cerato S S, a white 2020 Kia Cerato Sedan 2020 Kia Cerato Sedan 2020 Kia Cerato Sedan 2020, used. It's an automatic with a 2 L, 4-cylinder engine, and has 55,844 km.",25490
"There is a used 2017 Mitsubishi Outlander LS in white, featuring a black interior. It's an automatic with a 2L engine, front-wheel drive, and has clocked 14171 km.",30950
"I am looking at a used 2018 Toyota RAV4 GX, grey with a black interior. It's got a 2L 4-cylinder engine, automatic, and has covered 51022 km.",34480
"I am looking at a used 2017 Hyundai Tucson Highlander. It features a 2L 4-cylinder diesel engine, automatic, and AWD. It's clocked 89564 km.",27888
"I have a 2022 Kia Cerato S S, a red hatchback with black interior, 2L 4 cyl engine, automatic, and 12421 km on the odometer.",29990
"I have a 2020 Kia Cerato S S, a white 2020 Kia Cerato Sedan 2020 Kia Cerato Sedan 2020 Kia Cerato Sedan 2020 Kia Cerato Sedan 2020 Kia Cerato Sedan 2020, used. It's an automatic with a 2 L, 4-cylinder engine, and has 51232 km on the odometer.",25490
"I have a 2019 Mitsubishi ASX ES, a grey 2019 model. It's an automatic with a 2L engine, front-wheel drive, and has 72887 km on the odometer.",23499
"I am looking at a white 2019 Nissan Qashqai TI. It's a used model, with a 2-liter, 4-cylinder engine, front-wheel drive, and has traveled 41828 km.",33950
"I have a 2013 Honda CR-V VTI-S, blue hatchback with a 2.4L engine, automatic, and 126861 km on the odometer.",18881
"I have a 2021 Audi Q5 45 Tfsi Quattro Sport Mhev, grey with a black interior. It's a 4-door SUV with 37605 km.",73990
"I am looking at a used 2016 Holden Colorado LS. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 116468 km.",33990
"I am looking at a used 2014 Nissan X-Trail ST-L SUV, white with a black interior. It's got a 2.5L engine, automatic transmission, and has covered 93689 km.",21990
"I have a 2013 Peugeot Allure, a white 2013 Peugeot Allure, used. It's a front-wheel drive with an automatic transmission and a 1.6-liter, 4-cylinder engine, having covered 69042 km.",14990
"I am looking at a 2007 Toyota Corolla Ascent Seca, silver, 1.8 L 4-cyl engine, front-wheel drive, automatic, with 154427 kilometers on it.",9499
"I am looking at a used 2017 Audi Q5 2.0 TDI Quattro. White with a black interior, 2L diesel engine, automatic, AWD, and 116997 km on the odometer.",37990
"I am looking at a used 2011 Ford Territory TX, silver SUV. It features a 2.7L diesel engine, automatic, and AWD. It's clocked only 105993 kilometers.",17990
"I have a 2018 Volkswagen Amarok Ute / Tray, a black 2018 Volkswagen Amarok V6 TDI 550 Sportline. It's a 6-cylinder, 3 L diesel, automatic, with 5 seats.",39900
"I am looking at a used 2019 Hyundai Sonata Sedan. It features a 2.4 L, 4 cyl engine, automatic, and has covered 125697 km.",19498
"I have a 2023 Hyundai I30 N Premium, white exterior, 2L 4 cyl engine, front-wheel drive, automatic, and 5 seats - a used gem.",54573
"I am looking at a 2013 Toyota HiAce GL 2.0L AUTO, white, used. It comes with an automatic gearbox and has traveled a total of 70,880 km.",23950
"I am looking at a 2021 Kia Cerato S, a white hatchback with black interior. It's an automatic with a 2 L, 4-cylinder engine, and has clocked 13424 km.",29990
"I am looking at a 2021 BMW 118I M Sport, automatic, 1.5L 3 cyl engine, front-wheel drive, white with black interior, used with 9090 km.",48995
"I have a 2019 Lexus NX300H Luxury Hybrid, silver exterior, black interior. It's a 4-door SUV with a 2.5L engine, automatic, and AWD. It's clocked 36019 km.",56880
"I have a 2016 Lexus RX350 F-Sport, black interior, 3.5L 6 cyl engine, automatic, with 79235 km, a used luxury SUV.",58490
"I am looking at a 2015 Honda Jazz VTI-S, white, cyl 1.5L 4-cylinder engine, front-wheel drive, automatic, 5 doors, 5 seats.",19990
"I have a 2012 Mitsubishi Triton GLX, a white 2012 Mitsubishi Triton GLX, used. It's an automatic with a 2.5L engine, rear drive, and has clocked 3 doors, 3 seats.",16995
"I have a 2012 Nissan Navara ST, a red Nissan Navara ST, used. It's a 4-cylinder, 2.5L diesel, automatic, with 264835 km.",13999
"I am looking at a demo 2019 Isuzu D-MAX SX HI-Ride, silver, used. It comes with an automatic gearbox, 3 L, 4-cylinder engine, and has done 94559 km.",35970
"I am looking at a used 2013 Mitsubishi ASX, white exterior. It features a 2L 4-cylinder engine, automatic, and has clocked 184515 km. It's clocked 184515 km.",13999
"I am looking at a 2021 Mitsubishi Pajero Sport Exceed, white with a 2.4L diesel engine, automatic, and 35604 km on the odometer.",54990
"I am looking at a used 2022 Nissan Patrol TI-L, blue exterior. It features a 5.6L 8 cyl engine, automatic, and has covered 17194 km.",109990
"I am looking at a used 2018 Kia Sportage SI Premium, white, diesel. It features a 2L 4-cylinder engine, automatic, and has covered 147446 km.",23998
"I have a 2016 D-MAX LS-U HI-Ride, silver with black interior. It's a 4-cylinder, 3 L diesel, automatic, with 147648 km.",
"I have a 2013 Audi SQ5 3.0 TDI Quattro, a black 2013 Audi SQ5 3.0 TDI Quattro, used. It's a diesel with a 3-liter, 6-cylinder engine, automatic, and has covered 94683 km.",31538
"I am looking at a used 2021 Kia Stonic S SUV, white with a black interior. It's got a 1.4L engine, automatic transmission, and has covered 34082 km.",23998
"There is a used 2016 Holden Commodore Evoke in white, featuring a 3 L, 4-cylinder engine, automatic, and a mileage of 124517 km.",21940
"I am looking at a used 2011 Ford Territory TX, silver with a black interior. It's a used model, with a 2.7 L, 6 cyl diesel engine, rear drive, and has 175452 km.",9999
"I have a 2021 Toyota RAV4 GX, a white SUV with an automatic transmission. It's a front-wheel drive with just 60118 km on the odometer.",46990
"I have a 2021 Kia Cerato S S, used, with a sleek white exterior and black interior. It's an automatic, front-wheel drive, and has a 2L 4-cylinder engine.",27990
"I have a 2019 Kia Cerato S (AV) hatchback, white exterior, black interior, 2L 4 cyl engine, front-wheel drive, automatic, with 73963 km on it.",23888
"It's a 2015 Ford Ranger XL 3.2L diesel, white with a black interior, used. Features include an automatic transmission, 3.2L engine, and 271216 km on the clock.",26990
"I have a 2013 Volkswagen Polo 66 TDI Comfortline, a hatchback in grey with a diesel 1.6-liter engine, automatic, and 82695 km on the odometer.",14990
"I have a 2020 Kia Cerato S S, a red hatchet with black interior, 2L 4 cyl engine, automatic, and 50695 km on the odometer.",25490
"I am looking at a used 2013 Honda Accord VTI-L, white exterior. It features a 2.4 L, 4 cyl engine, automatic, and has covered 5 seats.",16799
"I am looking at a 2010 Toyota HiAce SUPER GL 3.0L silver, used. It's a used model, with a mileage of 19258,868 km.",28950
"I am looking at a used 2019 Toyota Yaris Ascent, orange. It's a hatchback with an automatic transmission, 1.3 L, 4 cyl engine, and 32752 km on the clock.",20790
"I have a 2019 Hyundai I30 Active, a hatchback in blue with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has clocked 31617 km.",26990
"There is a used 2018 Mazda 3 SP25 Astina in silver, featuring a black interior. It's an automatic with a 2.5 L, 4 cyl engine, and has done 55,8493 km.",31990
"I am looking at a used 2006 Toyota HiAce Commuter, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 14 seats.",14999
"I am looking at a used 2008 Mazda 3 NEO Sport, red with a black interior. It's a 4-door SUV with an automatic transmission, a 2-liter 4-cylinder engine, and has clocked 210137 km.",7999
"There is a used 2011 Holden Barina Sedan in red, featuring a 1.6 L, 4 cyl engine, automatic, and has covered 94820 km.",6999
"I am looking at a 2005 BMW 320I Sedan, blue, cyl 2L 4 cyl, automatic, rear-wheel drive, blue, with 118126 km.",9999
"I am looking at a used 2019 Mitsubishi Triton GLS, white, diesel. It features a 2.4 L, 4 cyl engine, automatic, and has covered 101306 km.",43990
"I have a 2020 Kia Cerato S S, a white 2020 Kia Cerato Sedan 2020 Kia Cerato Sedan 2020 Kia Cerato Sedan 2020, used. It's an automatic with a 2 L, 4-cylinder engine, and has 55,676 km.",25490
"I have a 2011 Mazda CX-7 Luxury Sports (4X4), 2.3L 4-cylinder engine, automatic, with 271134 kilometers, white with leather interior, and 271134 km on the odometer.",12990
"I have a 2013 Holden Trax LTZ, a white SUV with an automatic transmission. It's a 4-cylinder engine, with 216315 km on the odometer.",12995
"I have a 2020 Mitsubishi ASX ES, a white SUV with black interior. It's an automatic with a 2L 4-cylinder engine, front-wheel drive, and has clocked 46082 km.",28990
"I have a 2023 Ssangyong Musso XLV Ultimate NEW automatic transmission, 2.2L 4 cyl engine, and 5 seats on the odometer.",45185
"I have a 2018 Hyundai I30 SR hatchback, grey exterior, black interior. It's an automatic with a 1.6 L, 4 cyl engine, and has 28561 km on the odometer.",28990
"I am looking at a used 2017 Holden Colorado LTZ, white, diesel. It features a 2.8 L, 4 cyl engine, automatic, and has covered 5 seats.",41990
"I am looking at a used 2006 Toyota Corolla ZZE122R, silver hatchback. It features a 1.8i-liter, 5-cylinder engine, automatic, and has traveled 355674 km.",4999
"I have a 2006 BMW X3 2.5I, a sleek silver SUV. It's an automatic with a 2.5L engine, 4 cyl engine, and has 167860 km on the odometer.",12499
"I am looking at a 2022 Toyota Yaris SX, a silver hatchback with black interior. It's an automatic with a 1.5L engine, and has 31600 km on the odometer.",35990
"I have a 2020 Kia Carnival S Sported, a sleek silver exterior. It's an automatic with a 3.3 L, 6 cyl engine, and has 55,6793 km on the odometer.",38990
"I am looking at a 2014 Ford Ranger XL, white, used. It comes with an automatic gearbox and a diesel engine, with a mileage of 300903 km.",18990
"I have a 2013 Great Wall X200, a sleek silver exterior. It's an automatic with a 2L diesel engine, 4 cyl engine, and has clocked 5 seats.",11995
"I have a 2008 Volkswagen Caddy Maxi, a used black commercial vehicle with an automatic transmission. It's a 4-cylinder engine, with 229,709 km on the odometer.",13988
"It's a 2020 Jeep Grand Cherokee SRT, white with a black interior, used. Features include an automatic transmission, 6.4 L, 8 cyl engine, and 32563 km on the clock.",102990
"I have a 2013 Volkswagen Passat 130 TDI Highline, white with a white interior. It's a 4-cylinder, 2 L diesel, automatic, with 138621 km.",16500
"A 2019 Mitsubishi ASX ES is available, white with a black interior. This 4-door SUV features an automatic gearbox, a 2-liter 4-cylinder engine, and has 88989 km on the odometer.",28990
"I have a 2015 Land Rover Range Rover Sport 5.0L 8 cyl, white exterior, 5L 8 cyl engine, automatic, with 92721 km on it.",74900
"I have a 2014 Porsche Macan Turbo, a white 2014 Porsche Macan Turbo, used. It's an automatic with a 3.6L engine, AWD, and has clocked 92611 km.",69990
"A 2013 Mercedes-Benz A45 AMG is available, white with a grey interior. It's a 4-cylinder, 2 L engine, 5-door hatch, and has 116359 km.",34888
"There is a used 2014 Hyundai Elantra Premium in blue, a 4-door sedan with an automatic transmission. It's equipped with a 1.8 L, 4 cyl engine and has done 132201 kilometers.",11999
"A 2017 Mazda CX-9 Azami, red with a black interior, used. It's an automatic with a 2.5L engine, AWD, and has covered 93228 km.",38990
"I have a 2012 Volkswagen Jetta 147 TSI Highline, grey with a grey interior. It's an automatic with a 2 L, 4 cyl engine, and has clocked 127800 km.",10995
"I have a 2012 Mitsubishi Triton GL, a white 2012 Mitsubishi Triton GL, used. It's a 4-cylinder, 2.4-liter engine, rear drive, and has clocked 113885 km.",16888
"I am looking at a used 2022 Jeep Compass Night Eagle, red, with a 2.4L 4-cylinder engine, front-wheel drive, and 12880 kilometers on it.",39990
"I am looking at a white 1999 Toyota Landcruiser. It's a used model, with a 4.5L 4-cylinder engine, rear drive, and has covered 473640 km.",13988
"I am looking at a used 2023 MG ZST Core SUV, with a sleek silver interior. It's a used model, with a 1.5L 4-cylinder engine, front-wheel drive, and has clocked only 5 doors.",27690
"I am looking at a used 2019 Mitsubishi Outlander ES 7 seater, 2.4L 4-cylinder engine, automatic, and AWD. It's clocked 69908 kilometers.",31950
"I am looking at a used 2007 Nissan Navara ST-X, black, diesel. It features a 2.5L 4-cylinder engine, automatic, and has covered 265147 km.",12988
"I have a 2017 BMW X3 X3 Xdrive 30I, grey exterior, 2L 4 cyl engine, automatic, with 70069 km on it.",47990
"I am looking at a used 2013 Toyota Corolla Ascent Sport, blue, 1.8 L 4-cyl engine, automatic, 5-door hatchback, and 122097 kilometers driven.",16999
"I am looking at a 2022 Hyundai I30 N Premium, blue, black. It's a used model, with a 2L 4-cylinder engine, front-wheel drive, and has 55,676 km.",44980
"I am looking at a used 2017 Hyundai Kona Active AWD, grey with grey interior. It's a 4-door SUV with a 1.6L engine, automatic, and has 156025 km.",20990
"I am looking at a used 2019 Toyota Hilux Rogue. It features a 2.8 L, 4 cyl diesel engine, automatic, with a mileage of 40440 km.",66990
"I have a 2015 Jeep Wrangler Renegade Sport, white exterior, grey interior, 3.6L 6 cyl engine, automatic, with 77325 km on the odometer.",35990
"A 2006 Toyota Corolla Ascent is available, red with grey interior. This 4-door sedan features an automatic gearbox, 1.8 L, 4 cyl engine, and has 103279 km.",6999
"I have a 2016 Toyota Kluger Grande 2WD, grey with black interior. It's an automatic, front-wheel drive, and has 133167 km on the odometer.",37970
"I have a 2015 Mazda CX-3 NEO, a sleek silver SUV. It's an automatic with a 2L engine, front-wheel drive, and has clocked 94051 km.",20390
"I am looking at a used 2022 Kia Cerato S, white with a black interior. It's got a 2L 4-cylinder engine, automatic, and has covered 11721 km.",31990
I am looking at a used 2020 Jeep Cherokee Trailhawk. It's a white SUV with an automatic transmission and a mileage of 54000 km. The engine's specifications are not listed.,44990
"I have a 2023 MG ZST Essence, a used SUV with an automatic transmission and 1.3L engine. It's a front-wheel drive with just 3 cyl engine, having 5 doors, 5 seats.",34690
"I have a 2022 Hyundai Santa FE Highlander Crdi, white with a black interior. It's an automatic with a 2.2L diesel engine, AWD, and has clocked 7 seats.",65880
"2011 Mitsubishi Lancer SX Sportback, grey exterior, 2L 4 cyl engine, rear-wheel drive, automatic, 98543 km, 5 doors, 5 seats.",9999
"I am looking at a used 2022 GWM HAVAL H6GT. It's a white SUV with a black interior, 2L 4 cyl engine, front-wheel drive, and has 391 km on the odometer.",38798
"I have a 2023 Hyundai Santa FE Active Crdi, white with a 2.2L diesel engine, automatic, and AWD. It's a 4-door SUV with 7 seats.",58231
"I have a 2015 Toyota HiAce 3.0L DIESEL AUTO, white with white interior, used. It's a used commercial vehicle with a mileage of 108488 km.",32950
"There is a used 2011 Holden Commodore Omega in red, featuring a 3 L, 6 cyl engine, automatic, rear drive, with 361347 km on it.",7999
"I have a 2019 Volvo XC60 T5 Momentum, a black 2019 Volvo XC60 T5 Momentum, SUV with an automatic transmission, 2L engine, and 64721 km on the odometer.",47980
"I have a 2016 Mercedes-Benz GLA180, a white SUV with a black interior. It's an automatic with a 1.6 L, 4 cyl engine, and has clocked 94145 km.",29888
"I have a 2017 Skoda Kodiaq 132 TSI, a black SUV with an automatic transmission. It's clocked 120941 km, with 7 seats.",27990
"I have a 2019 Mitsubishi Triton GLX Plus, a grey SUV with black interior. It's a 4-cylinder, 2.4-liter diesel, with 71732 km.",40980
"I have a 2019 Mitsubishi Outlander LS 7 seat, white exterior, 2.4L 4 cyl engine, automatic, with 71000 km on the odometer.",31450
"I am looking at a 2020 Hyundai I30 Active, a black hatchback with automatic transmission, 2 L, 4-cylinder engine, and 24561 km on the odometer.",26990
"A 2022 Mitsubishi Outlander Aspire, silver with a black interior, used. It's an automatic with a 2.5L engine, front-wheel drive, and has 13516 km on the odometer.",49950
"I have a 2023 GWM Haval Jolion LUX Hybrid, grey exterior, Charcoal interior. It's a 4-door SUV with 5 seats.",37485
"I have a 2014 Hyundai Santa FE Highlander Crdi, a white SUV with black interior. It's an automatic with a 2.2L diesel engine, AWD, and has 55,676 km.",29490
"I am looking at a 2019 Kia Cerato S, a white hatchback with black interior. It's an automatic with a 2 L, 4-cylinder engine, and has clocked 79233 km.",21000
"I have a 2015 Toyota Land Cruiser Prado KDJ150R Altitude Wagon, white with white interior. It's a used model, with 163065 km.",46490
"It's a 2004 Nissan Pulsar ST, 4 cyl 1.8L engine, front-wheel drive, automatic, in stock. It's done only 215000 kilometers.",5900
"I am looking at a 2008 Nissan Tiida ST, a white hatchback with automatic transmission, 1.8-liter 4-cylinder engine, and 128791 km on the meter.",7990
"I have a 2017 Mitsubishi ASX LS, a white 2017 Mitsubishi ASX LS, used. It's a front-wheel drive with an automatic transmission and a mileage of 138589 km.",19990
"I have a 2023 GWM Haval Jolion, a used luxury SUV with a black interior. It's an automatic with a 1.5L engine, front-wheel drive, and has a black interior.",28985
